"","Taxon","Genus","Hybrid.marker","Species","Abbrev","Infraspecific.rank","Infraspecific","Authority","ID","Plant.Name.Index","TPL.version","Taxonomic.status","Family","New.Genus","New.Hybrid.marker","New.Species","New.Infraspecific.rank","New.Infraspecific","New.Authority","New.ID","New.Taxonomic.status","Typo","WFormat","Higher.level","Date"
"1","Quercus wislizenii","Quercus","","wislizenii",NA,NA,"","","kew-175769",TRUE,"1.1","Accepted","Fagaceae","Quercus","","wislizeni","","","A.DC.","kew-175769","Accepted",TRUE,FALSE,FALSE,2023-06-14
"2","Polygonum sieboldi","Polygonum","","sieboldi",NA,NA,"","","tro-26002406",TRUE,"1.1","Synonym","Polygonaceae","Persicaria","","sagittata","","","(L.) H.Gross","kew-2572298","Accepted",TRUE,FALSE,FALSE,2023-06-14
"3","Symphoricarpus racemosus","Symphoricarpus","","racemosus",NA,NA,"","","tro-50069831",TRUE,"1.1","Synonym","Caprifoliaceae","Symphoria","","racemosa","","","(Michx.) Pursh","tro-50089853","Accepted",TRUE,FALSE,FALSE,2023-06-14
"4","Laciniaria punctata","Laciniaria","","punctata",NA,NA,"","","gcc-127282",TRUE,"1.1","Synonym","Compositae","Liatris","","punctata","","","Hook.","gcc-119226","Accepted",TRUE,FALSE,FALSE,2023-06-14
"5","Lysichiton camtschaticus","Lysichiton","","camtschaticus",NA,NA,"","","kew-116110",TRUE,"1.1","Synonym","Araceae","Lysichiton","","camtschatcensis","","","(L.) Schott","kew-116109","Accepted",FALSE,FALSE,FALSE,2023-06-14
"6","Petalostemon villosum","Petalostemon","","villosum",NA,NA,"","","ild-55851",TRUE,"1.1","Synonym","Leguminosae","Dalea","","villosa","","","(Nutt.) Spreng.","ild-16490","Accepted",FALSE,FALSE,FALSE,2023-06-14
"7","Pentstemon albidus","Pentstemon","","albidus",NA,NA,"","","tro-29200155",TRUE,"1.1","Accepted","Plantaginaceae","Penstemon","","albidus","","","Nutt.","tro-29200155","Accepted",TRUE,FALSE,FALSE,2023-06-14
"8","Pentstemon grandiflorus","Pentstemon","","grandiflorus",NA,NA,"","","kew-2553446",TRUE,"1.1","Accepted","Plantaginaceae","Penstemon","","grandiflorus","","","Nutt.","kew-2553446","Accepted",TRUE,FALSE,FALSE,2023-06-14
"9","Solanum hartwegi","Solanum","","hartwegi",NA,NA,"","","tro-29603165",TRUE,"1.1","Accepted","Solanaceae","Solanum","","hartwegii","","","Benth.","tro-29603165","Accepted",TRUE,FALSE,FALSE,2023-06-14
"10","Robinia pseudacacia","Robinia","","pseudacacia",NA,NA,"","","ild-35522",TRUE,"1.1","Synonym","Leguminosae","Robinia","","pseudoacacia","","","L.","ild-8996","Accepted",FALSE,FALSE,FALSE,2023-06-14
"11","Amarantus retroflexus","Amarantus","","retroflexus",NA,NA,"","","kew-2633061",TRUE,"1.1","Accepted","Amaranthaceae","Amaranthus","","retroflexus","","","L.","kew-2633061","Accepted",TRUE,FALSE,FALSE,2023-06-14
"12","Barbaraea vulgaris","Barbaraea","","vulgaris",NA,NA,"","","kew-2669712",TRUE,"1.1","Accepted","Brassicaceae","Barbarea","","vulgaris","","","R.Br.","kew-2669712","Accepted",TRUE,FALSE,FALSE,2023-06-14
"13","Capsella bursa pastoris","Capsella","","bursa",NA,NA,"pastoris","","kew-2697998",TRUE,"1.1","Synonym","Brassicaceae","Capsella","","bursa-pastoris","","","(L.) Medik.","kew-2697999","Accepted",FALSE,FALSE,TRUE,2023-06-14
"14","Lepidium bonariensis","Lepidium","","bonariensis",NA,NA,"","","kew-2338282",TRUE,"1.1","Accepted","Brassicaceae","Lepidium","","bonariense","","","L.","kew-2338282","Accepted",TRUE,FALSE,FALSE,2023-06-14
"15","Matricaria matricaroides","Matricaria","","matricaroides",NA,NA,"","","gcc-101252",TRUE,"1.1","Accepted","Compositae","Matricaria","","matricarioides","","","(Less.) Porter","gcc-101252","Accepted",TRUE,FALSE,FALSE,2023-06-14
"16","Aulospermum betheli","Aulospermum","","betheli",NA,NA,"","","kew-2666323",TRUE,"1.1","Unresolved","Apiaceae","Aulospermum","","bethelii","","","Osterh.","kew-2666323","Unresolved",TRUE,FALSE,FALSE,2023-06-14
"17","Panax quinquefolium","Panax","","quinquefolium",NA,NA,"","","kew-146781",TRUE,"1.1","Accepted","Araliaceae","Panax","","quinquefolius","","","L.","kew-146781","Accepted",TRUE,FALSE,FALSE,2023-06-14
"18","Alnus oregona","Alnus","","oregona",NA,NA,"","","kew-6550",TRUE,"1.1","Synonym","Betulaceae","Alnus","","rubra","","","Bong.","kew-6584","Accepted",TRUE,FALSE,FALSE,2023-06-14
"19","Pinus elliotti","Pinus","","elliotti",NA,NA,"","","kew-2562078",TRUE,"1.1","Accepted","Pinaceae","Pinus","","elliottii","","","Engelm.","kew-2562078","Accepted",TRUE,FALSE,FALSE,2023-06-14
"20","Meliosma oldhami","Meliosma","","oldhami",NA,NA,"","","tro-50169911",TRUE,"1.1","Accepted","Sabiaceae","Meliosma","","oldhamii","","","Miq.","tro-50169911","Accepted",TRUE,FALSE,FALSE,2023-06-14
"21","Bruguiera gymnorrhiza","Bruguiera","","gymnorrhiza",NA,NA,"","","kew-2684038",TRUE,"1.1","Accepted","Rhizophoraceae","Bruguiera","","gymnorhiza","","","(L.) Lam.","kew-2684038","Accepted",TRUE,FALSE,FALSE,2023-06-14
"22","Psamma ammophila","Psamma","","ammophila",NA,NA,"","","kew-438206",TRUE,"1.1","Synonym","Poaceae","Ammophila","","arenaria","","","(L.) Link","kew-391622","Accepted",FALSE,FALSE,FALSE,2023-06-14
"23","Scirpus caespitosus var. callosus","Scirpus","","caespitosus",NA,"var.","callosus","","kew-263846",TRUE,"1.1","Synonym","Cyperaceae","Eleocharis","","palustris","","","(L.) Roem. & Schult.","kew-242738","Accepted",FALSE,FALSE,TRUE,2023-06-14
"24","Trichophorum caespitosum ssp. austriacum","Trichophorum","","caespitosum",NA,"ssp.","austriacum","","kew-351091",TRUE,"1.1","Synonym","Cyperaceae","Trichophorum","","cespitosum","","","(L.) Hartm.","kew-270661","Accepted",TRUE,FALSE,FALSE,2023-06-14
"25","Carex dioeca","Carex","","dioeca",NA,NA,"","","kew-226034",TRUE,"1.1","Accepted","Cyperaceae","Carex","","dioica","","","L.","kew-226034","Accepted",TRUE,FALSE,FALSE,2023-06-14
"26","Carissa carandus","Carissa","","carandus",NA,NA,"","","kew-34145",TRUE,"1.1","Accepted","Apocynaceae","Carissa","","carandas","","","L.","kew-34145","Accepted",TRUE,FALSE,FALSE,2023-06-14
"27","Melilotus alba","Melilotus","","alba",NA,NA,"","","ild-38999",TRUE,"1.1","Synonym","Leguminosae","Melilotus","","officinalis","subsp.","alba","(Medik.) H.Ohashi & Tateishi","ild-38998","Accepted",FALSE,FALSE,FALSE,2023-06-14
"28","Coriospermum hyssopifolium","Coriospermum","","hyssopifolium",NA,NA,"","","kew-2737674",TRUE,"1.1","Accepted","Amaranthaceae","Corispermum","","hyssopifolium","","","L.","kew-2737674","Accepted",TRUE,FALSE,FALSE,2023-06-14
"29","Silene cserei","Silene","","cserei",NA,NA,"","","kew-2488277",TRUE,"1.1","Unresolved","Caryophyllaceae","Silene","","czerei","","","Boiss.","kew-2488277","Unresolved",TRUE,FALSE,FALSE,2023-06-14
"30","Osmorhiza claytoni","Osmorhiza","","claytoni",NA,NA,"","","tro-1700170",TRUE,"1.1","Synonym","Apiaceae","Osmorhiza","","aristata","var.","aristata","","tro-50002428","Accepted",TRUE,FALSE,FALSE,2023-06-14
"31","Pentstemon spectabilis","Pentstemon","","spectabilis",NA,NA,"","","tro-29201489",TRUE,"1.1","Accepted","Plantaginaceae","Penstemon","","spectabilis","","","Thurb. ex A. Gray","tro-29201489","Accepted",TRUE,FALSE,FALSE,2023-06-14
"32","Rhys copallina","Rhys","","copallina",NA,NA,"","","tro-1300249",TRUE,"1.1","Accepted","Anacardiaceae","Rhus","","copallinum","","","L.","tro-1300249","Accepted",TRUE,FALSE,FALSE,2023-06-14
"33","Lathyrus silvester","Lathyrus","","silvester",NA,NA,"","","ild-9865",TRUE,"1.1","Synonym","Leguminosae","Lathyrus","","sylvestris","","","L.","ild-8886","Accepted",FALSE,FALSE,FALSE,2023-06-14
"34","Oleae americanae","Oleae","","americanae",NA,NA,"","","kew-355128",TRUE,"1.1","Synonym","Oleaceae","Osmanthus","","americanus","","","(L.) A.Gray","kew-355029","Accepted",TRUE,FALSE,FALSE,2023-06-14
"35","Capparis erythrocarpa","Capparis","","erythrocarpa",NA,NA,"","","kew-2697154",TRUE,"1.1","Accepted","Capparaceae","Capparis","","erythrocarpos","","","Isert","kew-2697154","Accepted",TRUE,FALSE,FALSE,2023-06-14
"36","Gymnocladus dioica","Gymnocladus","","dioica",NA,NA,"","","ild-24572",TRUE,"1.1","Accepted","Leguminosae","Gymnocladus","","dioica","","","(L.) K.Koch","ild-24572","Accepted",FALSE,FALSE,FALSE,2023-06-14
"37","Carnegia gigantea","Carnegia","","gigantea",NA,NA,"","","kew-2701125",TRUE,"1.1","Accepted","Cactaceae","Carnegiea","","gigantea","","","(Engelm.) Britton & Rose","kew-2701125","Accepted",TRUE,FALSE,FALSE,2023-06-14
"38","Polygonum mitis","Polygonum","","mitis",NA,NA,"","","kew-2574849",TRUE,"1.1","Synonym","Polygonaceae","Persicaria","","mitis","","","(Schrank) Holub","kew-2572466","Accepted",TRUE,FALSE,FALSE,2023-06-14
"39","Smilax oldhami","Smilax","","oldhami",NA,NA,"","","kew-288957",TRUE,"1.1","Synonym","Smilacaceae","Smilax","","sieboldii","","","Miq.","kew-289103","Accepted",TRUE,FALSE,FALSE,2023-06-14
"40","Smilax sieboldi","Smilax","","sieboldi",NA,NA,"","","kew-289103",TRUE,"1.1","Accepted","Smilacaceae","Smilax","","sieboldii","","","Miq.","kew-289103","Accepted",TRUE,FALSE,FALSE,2023-06-14
"41","Pinus engelmanni","Pinus","","engelmanni",NA,NA,"","","kew-2562081",TRUE,"1.1","Accepted","Pinaceae","Pinus","","engelmannii","","","Carrière","kew-2562081","Accepted",TRUE,FALSE,FALSE,2023-06-14
"42","Wistaria sinensis","Wistaria","","sinensis",NA,NA,"","","ild-55418",TRUE,"1.1","Synonym","Leguminosae","Wisteria","","sinensis","","","(Sims) Sweet","ild-9128","Accepted",FALSE,FALSE,FALSE,2023-06-14
"43","Urtica dioeca","Urtica","","dioeca",NA,NA,"","","kew-2448560",TRUE,"1.1","Accepted","Urticaceae","Urtica","","dioica","","","L.","kew-2448560","Accepted",TRUE,FALSE,FALSE,2023-06-14
"44","Prunus americanus","Prunus","","americanus",NA,NA,"","","rjp-77",TRUE,"1.1","Accepted","Rosaceae","Prunus","","americana","","","Marshall","rjp-77","Accepted",TRUE,FALSE,FALSE,2023-06-14
"45","Cryptolepis buchanani","Cryptolepis","","buchanani",NA,NA,"","","kew-2746358",TRUE,"1.1","Synonym","Apocynaceae","Cryptolepis","","dubia","","","(Burm.f.) M.R.Almeida","kew-2746366","Accepted",TRUE,FALSE,FALSE,2023-06-14
"46","Rhamnus purshianus","Rhamnus","","purshianus",NA,NA,"","","kew-2522773",TRUE,"1.1","Synonym","Rhamnaceae","Frangula","","purshiana","","","Cooper","kew-2814099","Accepted",TRUE,FALSE,FALSE,2023-06-14
"47","Quereus albae","Quereus","","albae",NA,NA,"","","kew-171499",TRUE,"1.1","Accepted","Fagaceae","Quercus","","alba","","","L.","kew-171499","Accepted",TRUE,FALSE,FALSE,2023-06-14
"48","Rhamnus lanceolatus","Rhamnus","","lanceolatus",NA,NA,"","","tro-27500186",TRUE,"1.1","Accepted","Rhamnaceae","Rhamnus","","lanceolata","","","Pursh","tro-27500186","Accepted",TRUE,FALSE,FALSE,2023-06-14
"49","Arachis hypogea","Arachis","","hypogea",NA,NA,"","","ild-2050",TRUE,"1.1","Accepted","Leguminosae","Arachis","","hypogaea","","","L.","ild-2050","Accepted",TRUE,FALSE,FALSE,2023-06-14
"50","Betae vulgaris","Betae","","vulgaris",NA,NA,"","","kew-2675613",TRUE,"1.1","Accepted","Amaranthaceae","Beta","","vulgaris","","","L.","kew-2675613","Accepted",TRUE,FALSE,FALSE,2023-06-14
"51","Prunus watsoni","Prunus","","watsoni",NA,NA,"","","rjp-19609",TRUE,"1.1","Unresolved","Rosaceae","Prunus","","watsonii","","","Sarg.","rjp-19609","Unresolved",TRUE,FALSE,FALSE,2023-06-14
"52","Gleditschia triacanthos","Gleditschia","","triacanthos",NA,NA,"","","ild-53501",TRUE,"1.1","Synonym","Leguminosae","Gleditsia","","triacanthos","","","L.","ild-1446","Accepted",FALSE,FALSE,FALSE,2023-06-14
"53","Gleditschia triacanthus","Gleditschia","","triacanthus",NA,NA,"","","ild-53501",TRUE,"1.1","Synonym","Leguminosae","Gleditsia","","triacanthos","","","L.","ild-1446","Accepted",TRUE,FALSE,FALSE,2023-06-14
"54","Helianthus rigidus laetiflorus","Helianthus","","rigidus",NA,NA,"laetiflorus","","gcc-14782",TRUE,"1.1","Synonym","Compositae","Helianthus","","pauciflorus","subsp.","subrhomboideus","(Rydb.) O.Spring & E.E.Schill.","gcc-67624","Accepted",FALSE,FALSE,FALSE,2023-06-14
"55","Radicula nasturtium aquaticum","Radicula","","nasturtium",NA,NA,"aquaticum","","tro-50004433",FALSE,"1.1","Synonym","Brassicaceae","Nasturtium","","officinale","","","R.Br.","kew-2381026","Accepted",FALSE,FALSE,TRUE,2023-06-14
"56","Oxybaphus angustifolium","Oxybaphus","","angustifolium",NA,NA,"","","tro-50140888",TRUE,"1.1","Synonym","Nyctaginaceae","Mirabilis","","nyctaginea","var.","angustifolia","(Nutt.) Heimerl","tro-50219185","Unresolved",TRUE,FALSE,FALSE,2023-06-14
"57","Pentstemon cobaea","Pentstemon","","cobaea",NA,NA,"","","tro-29200164",TRUE,"1.1","Accepted","Plantaginaceae","Penstemon","","cobaea","","","Nutt.","tro-29200164","Accepted",TRUE,FALSE,FALSE,2023-06-14
"58","Ipex opaca","Ipex","","opaca",NA,NA,"","","kew-2861190",TRUE,"1.1","Accepted","Aquifoliaceae","Ilex","","opaca","","","Aiton","kew-2861190","Accepted",TRUE,FALSE,FALSE,2023-06-14
"59","Rhamnus catharticus","Rhamnus","","catharticus",NA,NA,"","","kew-2523018",TRUE,"1.1","Accepted","Rhamnaceae","Rhamnus","","cathartica","","","L.","kew-2523018","Accepted",TRUE,FALSE,FALSE,2023-06-14
"60","Symphoricarpos vaccinoides","Symphoricarpos","","vaccinoides",NA,NA,"","","tro-6000168",TRUE,"1.1","Accepted","Caprifoliaceae","Symphoricarpos","","vaccinioides","","","Rydb.","tro-6000168","Accepted",TRUE,FALSE,FALSE,2023-06-14
"61","Pentstemon venustus","Pentstemon","","venustus",NA,NA,"","","tro-29201517",TRUE,"1.1","Accepted","Plantaginaceae","Penstemon","","venustus","","","Douglas ex Lindl.","tro-29201517","Accepted",TRUE,FALSE,FALSE,2023-06-14
"62","Cowania stansburiana","Cowania","","stansburiana",NA,NA,"","","tro-27802328",TRUE,"1.1","Accepted","Rosaceae","Cowania","","stansburyana","","","Torr.","tro-27802328","Accepted",TRUE,FALSE,FALSE,2023-06-14
"63","Aragallus lamberti","Aragallus","","lamberti",NA,NA,"","","ild-17322",TRUE,"1.1","Synonym","Leguminosae","Oxytropis","","lambertii","","","Pursh","ild-14639","Accepted",TRUE,FALSE,FALSE,2023-06-14
"64","Rhododendron fauriae var. roseum","Rhododendron","","fauriae",NA,"var.","roseum","","kew-2419782",TRUE,"1.1","Unresolved","Ericaceae","Rhododendron","","fauriae","","","Franch.","kew-2419782","Unresolved",FALSE,FALSE,TRUE,2023-06-14
"65","Picea pungens kosteriana","Picea","","pungens",NA,NA,"kosteriana","","kew-460875",TRUE,"1.1","Synonym","Pinaceae","Picea","","pungens","","","Engelm.","kew-2563553","Accepted",FALSE,FALSE,FALSE,2023-06-14
"66","Picea pungens var. kosteriana","Picea","","pungens",NA,"var.","kosteriana","","kew-460875",TRUE,"1.1","Synonym","Pinaceae","Picea","","pungens","","","Engelm.","kew-2563553","Accepted",FALSE,FALSE,FALSE,2023-06-14
"67","Pirola rotundifolia","Pirola","","rotundifolia",NA,NA,"","","kew-2410818",TRUE,"1.1","Accepted","Ericaceae","Pyrola","","rotundifolia","","","L.","kew-2410818","Accepted",TRUE,FALSE,FALSE,2023-06-14
"68","Cyperus grayii","Cyperus","","grayii",NA,NA,"","","kew-236844",TRUE,"1.1","Accepted","Cyperaceae","Cyperus","","grayi","","","Torr.","kew-236844","Accepted",TRUE,FALSE,FALSE,2023-06-14
"69","Scirpus caespitosus callosus","Scirpus","","caespitosus",NA,NA,"callosus","","kew-263846",TRUE,"1.1","Synonym","Cyperaceae","Eleocharis","","palustris","","","(L.) Roem. & Schult.","kew-242738","Accepted",FALSE,FALSE,TRUE,2023-06-14
"70","Vaccinium macrocarpum","Vaccinium","","macrocarpum",NA,NA,"","","kew-2609105",TRUE,"1.1","Accepted","Ericaceae","Vaccinium","","microcarpum","","","(Turcz. ex Rupr.) Schmalh.","kew-2609105","Accepted",TRUE,FALSE,FALSE,2023-06-14
"71","Anthoxantum odoratum","Anthoxantum","","odoratum",NA,NA,"","","kew-394021",TRUE,"1.1","Accepted","Poaceae","Anthoxanthum","","odoratum","","","L.","kew-394021","Accepted",TRUE,FALSE,FALSE,2023-06-14
"72","Aster engelmanni","Aster","","engelmanni",NA,NA,"","","gcc-20090",TRUE,"1.1","Synonym","Compositae","Eucephalus","","engelmannii","","","(D.C.Eaton) Greene","gcc-142891","Accepted",TRUE,FALSE,FALSE,2023-06-14
"73","Aster engelmanni ledophyllus","Aster","","engelmanni",NA,NA,"ledophyllus","","gcc-35531",TRUE,"1.1","Synonym","Compositae","Eucephalus","","ledophyllus","","","(A.Gray) Greene","gcc-136232","Accepted",TRUE,FALSE,FALSE,2023-06-14
"74","Clematis recta var. paniculata","Clematis","","recta",NA,"var.","paniculata","","kew-2726635",FALSE,"1.1","Accepted","Ranunculaceae","Clematis","","recta","","","L.","kew-2726635","Accepted",FALSE,FALSE,TRUE,2023-06-14
"75","Odontites serotina","Odontites","","serotina",NA,NA,"","","tro-29201184",TRUE,"1.1","Synonym","Orobanchaceae","Odontites","","vulgaris","","","Moench","kew-2397081","Unresolved",FALSE,FALSE,FALSE,2023-06-14
"76","Odontites verna","Odontites","","verna",NA,NA,"","","tro-29200353",TRUE,"1.1","Accepted","Orobanchaceae","Odontites","","verna","","","Dumort.","tro-29200353","Accepted",FALSE,FALSE,FALSE,2023-06-14
"77","Evodia officinalis","Evodia","","officinalis",NA,NA,"","","kew-2805846",TRUE,"1.1","Synonym","Rutaceae","Tetradium","","ruticarpum","","","(A.Juss.) T.G.Hartley","kew-2514718","Accepted",FALSE,FALSE,FALSE,2023-06-14
"78","Carphochaete grahami","Carphochaete","","grahami",NA,NA,"","","gcc-105211",TRUE,"1.1","Accepted","Compositae","Carphochaete","","grahamii","","","A.Gray","gcc-105211","Accepted",TRUE,FALSE,FALSE,2023-06-14
"79","Forestiera lingustrina","Forestiera","","lingustrina",NA,NA,"","","kew-369367",TRUE,"1.1","Accepted","Oleaceae","Forestiera","","ligustrina","","","(Michx.) Poir.","kew-369367","Accepted",TRUE,FALSE,FALSE,2023-06-14
"80","Petasites hybrida","Petasites","","hybrida",NA,NA,"","","gcc-143847",TRUE,"1.1","Accepted","Compositae","Petasites","","hybridus","","","(L.) ""G.Gaertn., B.Mey. & Scherb.""","gcc-143847","Accepted",TRUE,FALSE,FALSE,2023-06-14
"81","Aster engelmanni var. ledophyllus","Aster","","engelmanni",NA,"var.","ledophyllus","","gcc-35531",TRUE,"1.1","Synonym","Compositae","Eucephalus","","ledophyllus","","","(A.Gray) Greene","gcc-136232","Accepted",TRUE,FALSE,FALSE,2023-06-14
"82","Aster foliaceus var. eatoni","Aster","","foliaceus",NA,"var.","eatoni","","gcc-68221",TRUE,"1.1","Synonym","Compositae","Symphyotrichum","","eatonii","","","(A.Gray) G.L.Nesom","gcc-38963","Accepted",TRUE,FALSE,FALSE,2023-06-14
"83","Viburnum rafinesquianum","Viburnum","","rafinesquianum",NA,NA,"","","tro-6000041",TRUE,"1.1","Accepted","Adoxaceae","Viburnum","","rafinesquianum","","","Schult.","tro-6000041","Accepted",FALSE,FALSE,FALSE,2023-06-14
"84","Podocarpus elata","Podocarpus","","elata",NA,NA,"","","kew-2567455",TRUE,"1.1","Accepted","Podocarpaceae","Podocarpus","","elatus","","","R.Br. ex Endl.","kew-2567455","Accepted",TRUE,FALSE,FALSE,2023-06-14
"85","Myrica asplenifolia","Myrica","","asplenifolia",NA,NA,"","","tro-21700025",TRUE,"1.1","Synonym","Myricaceae","Comptonia","","peregrina","","","(L.) Coult.","kew-2733828","Accepted",TRUE,FALSE,FALSE,2023-06-14
"86","Ficus variegatus","Ficus","","variegatus",NA,NA,"","","kew-2812740",TRUE,"1.1","Accepted","Moraceae","Ficus","","variegata","","","Blume","kew-2812740","Accepted",TRUE,FALSE,FALSE,2023-06-14
"87","Olea europea","Olea","","europea",NA,NA,"","","kew-355112",TRUE,"1.1","Accepted","Oleaceae","Olea","","europaea","","","L.","kew-355112","Accepted",TRUE,FALSE,FALSE,2023-06-14
"88","Clematis jackmanni","Clematis","","jackmanni",NA,NA,"","","tro-27100893",TRUE,"1.1","Accepted","Ranunculaceae","Clematis","","jackmanii","","","T. Moore","tro-27100893","Accepted",TRUE,FALSE,FALSE,2023-06-14
"89","Fraxinus oregana","Fraxinus","","oregana",NA,NA,"","","kew-369908",TRUE,"1.1","Synonym","Oleaceae","Fraxinus","","latifolia","","","Benth.","kew-369836","Accepted",TRUE,FALSE,FALSE,2023-06-14
"90","Tragopogon pratense","Tragopogon","","pratense",NA,NA,"","","gcc-36930",TRUE,"1.1","Accepted","Compositae","Tragopogon","","pratensis","","","L.","gcc-36930","Accepted",TRUE,FALSE,FALSE,2023-06-14
"91","Quercus pendunculata","Quercus","","pendunculata",NA,NA,"","","kew-174295",TRUE,"1.1","Synonym","Fagaceae","Quercus","","robur","","","L.","kew-174750","Accepted",TRUE,FALSE,FALSE,2023-06-14
"92","Bambusa oldhami","Bambusa","","oldhami",NA,NA,"","","kew-398934",TRUE,"1.1","Accepted","Poaceae","Bambusa","","oldhamii","","","Munro","kew-398934","Accepted",TRUE,FALSE,FALSE,2023-06-14
"93","Lysiloma tergemina","Lysiloma","","tergemina",NA,NA,"","","ild-33622",TRUE,"1.1","Accepted","Leguminosae","Lysiloma","","tergemina","","","Benth.","ild-33622","Accepted",FALSE,FALSE,FALSE,2023-06-14
"94","Oplopanax horridum","Oplopanax","","horridum",NA,NA,"","","kew-141937",TRUE,"1.1","Accepted","Araliaceae","Oplopanax","","horridus","","","(Sm.) Miq.","kew-141937","Accepted",TRUE,FALSE,FALSE,2023-06-14
"95","Ilex verticellata","Ilex","","verticellata",NA,NA,"","","tro-2000243",TRUE,"1.1","Accepted","Aquifoliaceae","Ilex","","verticillata","","","(L.) A. Gray","tro-2000243","Accepted",TRUE,FALSE,FALSE,2023-06-14
"96","Alisma plantagoaquatica","Alisma","","plantagoaquatica",NA,NA,"","","kew-294841",TRUE,"1.1","Accepted","Alismataceae","Alisma","","plantago-aquatica","","","L.","kew-294841","Accepted",TRUE,FALSE,FALSE,2023-06-14
"97","Polygonum punctata","Polygonum","","punctata",NA,NA,"","","kew-2573738",TRUE,"1.1","Synonym","Polygonaceae","Persicaria","","punctata","","","(Elliott) Small","kew-2572317","Accepted",TRUE,FALSE,FALSE,2023-06-14
"98","Rubus spec","Rubus","","spec",NA,NA,"","","rjp-30139",TRUE,"1.1","Synonym","Rosaceae","Rubus","","rudis","","","Weihe","rjp-813","Accepted",TRUE,FALSE,FALSE,2023-06-14
"99","Rubi fruticosi","Rubi","","fruticosi",NA,NA,"","","kew-180273",TRUE,"1.1","Accepted","Rubiaceae","Rubia","","fruticosa","","","Aiton","kew-180273","Accepted",TRUE,FALSE,FALSE,2023-06-14
"100","Sassafras officinalis","Sassafras","","officinalis",NA,NA,"","","tro-17805611",TRUE,"1.1","Synonym","Lauraceae","Sassafras","","albidum","","","(Nutt.) Nees","tro-17804221","Accepted",FALSE,FALSE,FALSE,2023-06-14
"101","Epilobium hornemanii","Epilobium","","hornemanii",NA,NA,"","","kew-2790536",TRUE,"1.1","Accepted","Onagraceae","Epilobium","","hornemannii","","","Rchb.","kew-2790536","Accepted",TRUE,FALSE,FALSE,2023-06-14
"102","Aceri tatarici","Aceri","","tatarici",NA,NA,"","","kew-2616524",TRUE,"1.1","Accepted","Sapindaceae","Acer","","tataricum","","","L.","kew-2616524","Accepted",TRUE,FALSE,FALSE,2023-06-14
"103","Raphiolepis indica","Raphiolepis","","indica",NA,NA,"","","rjp-44212",TRUE,"1.1","Synonym","Rosaceae","Rhaphiolepis","","indica","","","(L.) Lindl.","rjp-6891","Accepted",FALSE,FALSE,FALSE,2023-06-14
"104","Lathyrus silvestris","Lathyrus","","silvestris",NA,NA,"","","ild-55495",TRUE,"1.1","Synonym","Leguminosae","Lathyrus","","sylvestris","","","L.","ild-8886","Accepted",FALSE,FALSE,FALSE,2023-06-14
"105","Ranunculus scleratus","Ranunculus","","scleratus",NA,NA,"","","kew-2526806",TRUE,"1.1","Accepted","Ranunculaceae","Ranunculus","","sceleratus","","","L.","kew-2526806","Accepted",TRUE,FALSE,FALSE,2023-06-14
"106","Poae annuae","Poae","","annuae",NA,NA,"","","kew-435194",TRUE,"1.1","Accepted","Poaceae","Poa","","annua","","","L.","kew-435194","Accepted",TRUE,FALSE,FALSE,2023-06-14
"107","Pyrum malum","Pyrum","","malum",NA,NA,"","","rjp-1104",TRUE,"1.1","Synonym","Rosaceae","Malus","","domestica","","","Borkh.","rjp-454","Accepted",TRUE,FALSE,FALSE,2023-06-14
"108","Betulae alni","Betulae","","alni",NA,NA,"","","kew-21143",TRUE,"1.1","Synonym","Betulaceae","Alnus","","incana","","","(L.) Moench","kew-6417","Accepted",TRUE,FALSE,FALSE,2023-06-14
"109","Ingae marginatae","Ingae","","marginatae",NA,NA,"","","ild-29816",TRUE,"1.1","Synonym","Leguminosae","Calliandra","","tergemina","var.","emarginata","(Willd.) Barneby","ild-42281","Accepted",TRUE,FALSE,FALSE,2023-06-14
"110","Populus tacamahaca","Populus","","tacamahaca",NA,NA,"","","kew-5000208",TRUE,"1.1","Unresolved","Salicaceae","Populus","","tacamahacca","","","Mill.","kew-5000208","Unresolved",TRUE,FALSE,FALSE,2023-06-14
"111","Salix nigra var. wardi","Salix","","nigra",NA,"var.","wardi","","kew-5004029",TRUE,"1.1","Synonym","Salicaceae","Salix","","caroliniana","","","Michx.","kew-5001816","Accepted",TRUE,FALSE,FALSE,2023-06-14
"112","Phaseolus mungo var. rediatus","Phaseolus","","mungo",NA,"var.","rediatus","","ild-50387",TRUE,"1.1","Misapplied","Leguminosae","Vigna","","mungo","","","(L.) Hepper","ild-3538","Accepted",TRUE,FALSE,FALSE,2023-06-14
"113","Dysodia papposa","Dysodia","","papposa",NA,NA,"","","gcc-119459",TRUE,"1.1","Accepted","Compositae","Dyssodia","","papposa","","","(Vent.) Hitchc.","gcc-119459","Accepted",TRUE,FALSE,FALSE,2023-06-14
"114","Helianthus annus","Helianthus","","annus",NA,NA,"","","gcc-42117",TRUE,"1.1","Synonym","Compositae","Helianthus","","petiolaris","var.","canescens","A.Gray","gcc-2678","Accepted",TRUE,FALSE,FALSE,2023-06-14
"115","Parietaria pennsylvanica","Parietaria","","pennsylvanica",NA,NA,"","","kew-2546420",TRUE,"1.1","Accepted","Urticaceae","Parietaria","","pensylvanica","","","Muhl. ex Willd.","kew-2546420","Accepted",TRUE,FALSE,FALSE,2023-06-14
