,X,all.hits.sp.Mycop.entry,all.hits.sp.Mycop.plant,id,institutionCode,collectionCode,occurrenceID,basisOfRecord,scientificName,genus,taxonID,taxonRank,occurrenceRemarks,habitat,associatedOccurrences,associatedTaxa,substrate,recordId,country,db,match.number,match.name,new.ID,namecheck.db,score
2223,88097,88097,Lithophragma parviflora,4293501,UC,,35e6da7a-8737-4d4b-98ab-19b66767034c,PreservedSpecimen,Puccinia heucherae,Puccinia,188305,Species,,NA,NA,host: Lithophragma parviflora,NA,urn:uuid:35e6da7a-8737-4d4b-98ab-19b66767034c,Canada,Mycoportal.db,230,Lithophragma parviflorum (Hook.) Nutt.,tro-29100418,The.plant.list,NA
2225,124225,124225,Lithophragma parviflora,3779930,RMS,,e48c4d96-127e-49fb-8de6-d6ac66ae0b80,PreservedSpecimen,Puccinia heucherae var. lithophragmae,Puccinia,529078,Variety,,On Lithophragma parviflora,NA,host: Lithophragma parviflora,NA,urn:uuid:e48c4d96-127e-49fb-8de6-d6ac66ae0b80,Canada,Mycoportal.db,230,Lithophragma parviflorum (Hook.) Nutt.,tro-29100418,The.plant.list,NA
1272,25512,25512,Lonicera conjugalis,5054333,UC,,0e9dabaa-7881-4f22-80a7-2d96e58237b8,PreservedSpecimen,Kabatia lonicerae,Kabatia,254072,Species,,Lonicera conjugalis,NA,host: Lonicera conjugialis,NA,urn:uuid:0e9dabaa-7881-4f22-80a7-2d96e58237b8,USA,Mycoportal.db,145,Lonicera conjugialis Kellogg,tro-6000137,The.plant.list,NA
3201,58708,58708,Lupinus sericens,4629053,UC,,2122c5e5-8601-44c3-b47c-03528a699954,PreservedSpecimen,Uromyces lupini,Uromyces,313858,Species,,NA,NA,host: Lupinus sericens,NA,urn:uuid:2122c5e5-8601-44c3-b47c-03528a699954,USA,Mycoportal.db,327,Lupinus sericeus Pursh,ild-20857,The.plant.list,NA
1619,186343,186343,Lysichiton americanum,344275,MICH,Fungi,64f3a973-fa8e-4c4d-9600-8d7264f074c0,PreservedSpecimen,Ombrophila lysichitonis,Ombrophila,309775,Species,Mycologia 1947 39: 672.,On pulp around fruits of Lysichiton americanum,NA,NA,NA,urn:uuid:64f3a973-fa8e-4c4d-9600-8d7264f074c0,USA,Mycoportal.db,169,Lysichiton americanus Hultén & H.St.John,kew-116108,The.plant.list,NA
45,153579,153579,Lysichiton camtschaticus,3655855,UC,,bbd222fe-cc61-411e-a291-f7bf32fe0f5c,PreservedSpecimen,Aecidium lysichiti,Aecidium,86602,Species,,leaves,NA,host: Lysichiton camtschaticus,NA,urn:uuid:bbd222fe-cc61-411e-a291-f7bf32fe0f5c,Russian Federation,Mycoportal.db,5,Lysichiton camtschatcensis (L.) Schott,kew-116109,The.plant.list,NA
993,3556,3556,Lysiloma bahamensis,692060,MICH,Fungi,5a4eec94-db29-4f9d-9fc0-4c6eb291ed9d,PreservedSpecimen,Fomitiporia dryophila,Fomitiporia,221388,Species,,Lysiloma bahamensis,NA,host: Lysiloma bahamensis,NA,urn:uuid:5a4eec94-db29-4f9d-9fc0-4c6eb291ed9d,USA,Mycoportal.db,122,Lysiloma latisiliquum (L.) Benth.,ild-29587,The.plant.list,NA
1992,240405,240405,Lysiloma bahamensis,1954365,MICH,Fungi,043b2d61-f807-4710-a64b-9c9d35c52bf2,PreservedSpecimen,Poria licnoides,,NA,,,Lysiloma bahamensis,NA,host: Lysiloma bahamensis,NA,urn:uuid:043b2d61-f807-4710-a64b-9c9d35c52bf2,USA,Mycoportal.db,122,Lysiloma latisiliquum (L.) Benth.,ild-29587,The.plant.list,NA
1778,5057,5057,Lysiloma candida,683725,UC,,f83dba98-6474-4b82-9ea9-dd007d44f4bc,PreservedSpecimen,Phellinus igniarius,Phellinus,187075,Species,,On Lysiloma candida,NA,NA,NA,urn:uuid:f83dba98-6474-4b82-9ea9-dd007d44f4bc,Mexico,Mycoportal.db,175,Lysiloma candida Brandegee,ild-33621,The.plant.list,NA
2548,213005,213005,Lysiloma candida,2698581,ARIZ,,ee3aff24-5b6f-490b-8ee6-b207959fb5e9,PreservedSpecimen,Ravenelia bajacalensis,Ravenelia,405508,Species,(ex ARIZ 66230),NA,NA,on Lysiloma candida Brendigee,NA,urn:uuid:ee3aff24-5b6f-490b-8ee6-b207959fb5e9,Mexico,Mycoportal.db,175,Lysiloma candida Brandegee,ild-33621,The.plant.list,NA
2551,213004,213004,Lysiloma candida,2698582,ARIZ,,05e4b8b5-784b-434a-b8b4-09fe4f122d5f,PreservedSpecimen,Ravenelia expansa,Ravenelia,405565,Species,PH-3394,NA,NA,on Lysiloma candida Brendigee,NA,urn:uuid:05e4b8b5-784b-434a-b8b4-09fe4f122d5f,Mexico,Mycoportal.db,175,Lysiloma candida Brandegee,ild-33621,The.plant.list,NA
2552,213003,213003,Lysiloma candida,2698583,ARIZ,,68c2083a-ee1f-4aad-8e8f-d57db769fce9,PreservedSpecimen,Ravenelia lysilomae,Ravenelia,405621,Species,,NA,NA,on Lysiloma candida Brendigee,NA,urn:uuid:68c2083a-ee1f-4aad-8e8f-d57db769fce9,Mexico,Mycoportal.db,175,Lysiloma candida Brandegee,ild-33621,The.plant.list,NA
720,117271,117271,Lysiloma tergemina,3807492,UC,,8b2bbdb5-c485-49f3-b8ca-d55008763401,PreservedSpecimen,Dendroecia lysilomae,Dendroecia,634297,Species,"North American Uredinales, 1-3500, E. Bartholomew, exs #: 1112",NA,NA,host: Lysiloma tergemina,NA,urn:uuid:8b2bbdb5-c485-49f3-b8ca-d55008763401,Mexico,Mycoportal.db,93,Lysiloma tergemina Benth.,ild-33622,The.plant.list,NA
2553,79432,79432,Lysiloma tergemina,4344861,UC,,981c934a-b3e1-43f2-a815-371766ed43a2,PreservedSpecimen,Ravenelia lysilomae,Ravenelia,405621,Species,"Fungi Columbiani, 1501-5100, plus extras, J.B. Ellis, B.M. Everhart, and E. Bartholomew, exs #: 4626",NA,NA,host: Lysiloma tergemina,NA,urn:uuid:981c934a-b3e1-43f2-a815-371766ed43a2,Mexico,Mycoportal.db,93,Lysiloma tergemina Benth.,ild-33622,The.plant.list,NA
2554,189429,189429,Lysiloma tergemina,339975,MICH,Fungi,90c188ae-8fcd-4121-b143-493e81bfc79e,PreservedSpecimen,Ravenelia lysilomae,Ravenelia,405621,Species,"Ellis & Everhart's Fungi Columbiani Shear, C. L. 4626 Also cited North American Uredinales, barcode 13665 Bot. Gaz. (Crawfordsville) 1905 39: 392.",On Lysiloma tergemina,NA,NA,NA,urn:uuid:90c188ae-8fcd-4121-b143-493e81bfc79e,Mexico,Mycoportal.db,93,Lysiloma tergemina Benth.,ild-33622,The.plant.list,NA
2555,189430,189430,Lysiloma tergemina,339974,MICH,Fungi,e10d4702-7da3-4cc7-ad7e-b12694c5ebf7,PreservedSpecimen,Ravenelia lysilomae,Ravenelia,405621,Species,"North American Uredinales Bartholomew, E. 1112 Also cited E. Bartholomew, Fungi Columbiani 4626 barcode 13666 Bot. Gaz. (Crawfordsville) 1905 39: 392.",On Lysiloma tergemina,NA,NA,NA,urn:uuid:e10d4702-7da3-4cc7-ad7e-b12694c5ebf7,Mexico,Mycoportal.db,93,Lysiloma tergemina Benth.,ild-33622,The.plant.list,NA
2556,212994,212994,Lysiloma tergemina,2698592,ARIZ,,e6226333-fa6a-4405-812f-2ae18f2e7258,PreservedSpecimen,Ravenelia lysilomae,Ravenelia,405621,Species,Drawing included in packet,NA,NA,on Lysiloma tergemina Benth.,NA,urn:uuid:e6226333-fa6a-4405-812f-2ae18f2e7258,Mexico,Mycoportal.db,93,Lysiloma tergemina Benth.,ild-33622,The.plant.list,NA
1042,166534,166534,Lysiloma watsoni,3581959,ARIZ,,0fcbe72e-3f5c-4fb3-8a48-08a2d8740c69,PreservedSpecimen,Gloeophyllum striatum,Gloeophyllum,183702,Species,,NA,NA,on Lysiloma watsonii Rose (Leguminosae),NA,urn:uuid:0fcbe72e-3f5c-4fb3-8a48-08a2d8740c69,Mexico,Mycoportal.db,127,Lysiloma watsonii Rose,ild-15589,The.plant.list,NA
1177,166512,166512,Lysiloma watsoni,3581980,ARIZ,,bedfec54-9571-4cc5-a013-1ddf3ab779fb,PreservedSpecimen,Hexagonia hydnoides,Hexagonia,184112,Species,,NA,NA,on Lysiloma watsonii Rose (Leguminosae),NA,urn:uuid:bedfec54-9571-4cc5-a013-1ddf3ab779fb,Mexico,Mycoportal.db,127,Lysiloma watsonii Rose,ild-15589,The.plant.list,NA
1264,147197,147197,Lysiloma watsoni,3680987,ARIZ,,66b29392-c612-418c-9d24-1ec90ceb86f0,PreservedSpecimen,Inocutis porrecta,Inocutis,251016,Species,,NA,NA,on Lysiloma watsonii Rose,NA,urn:uuid:66b29392-c612-418c-9d24-1ec90ceb86f0,Mexico,Mycoportal.db,127,Lysiloma watsonii Rose,ild-15589,The.plant.list,NA
1292,160866,160866,Lysiloma watsoni,3616703,ARIZ,,47d8fc6b-fc62-4520-8720-da3e817b3954,PreservedSpecimen,Lentinus arcularius,Lentinus,268516,Species,,NA,NA,on Lysiloma watsonii Rose (Leguminosae),NA,urn:uuid:47d8fc6b-fc62-4520-8720-da3e817b3954,Mexico,Mycoportal.db,127,Lysiloma watsonii Rose,ild-15589,The.plant.list,NA
1646,165690,165690,Lysiloma watsoni,3583085,ARIZ,,874e7d1d-9dc9-4a44-83e3-886041a43075,PreservedSpecimen,Oxyporus similis,Oxyporus,186568,Species,,NA,NA,on Lysiloma watsonii Rose (Leguminosae),NA,urn:uuid:874e7d1d-9dc9-4a44-83e3-886041a43075,Mexico,Mycoportal.db,127,Lysiloma watsonii Rose,ild-15589,The.plant.list,NA
1767,221667,221667,Lysiloma watsoni,2328633,ARIZ,,151006fb-9b3d-491d-b8e7-122d0c490847,PreservedSpecimen,Phanerochaete,Phanerochaete,17100,Genus,,NA,NA,on Lysiloma watsoni Rose,NA,urn:uuid:151006fb-9b3d-491d-b8e7-122d0c490847,Mexico,Mycoportal.db,127,Lysiloma watsonii Rose,ild-15589,The.plant.list,NA
1774,121403,121403,Lysiloma watsoni,3788899,ARIZ,,8b309715-576e-47ff-9c3c-dd705e482808,PreservedSpecimen,Phellinus badius,Phellinus,312139,Species,,NA,NA,on Lysiloma watsonii Rose,NA,urn:uuid:8b309715-576e-47ff-9c3c-dd705e482808,Mexico,Mycoportal.db,127,Lysiloma watsonii Rose,ild-15589,The.plant.list,NA
2483,160867,160867,Lysiloma watsoni,3616702,ARIZ,,a2a90f1d-f8a4-46fa-b99a-3ba66cf24055,PreservedSpecimen,Pycnoporus cinnabarinus,Pycnoporus,188451,Species,,NA,NA,on Lysiloma watsonii Rose (Leguminosae),NA,urn:uuid:a2a90f1d-f8a4-46fa-b99a-3ba66cf24055,Mexico,Mycoportal.db,127,Lysiloma watsonii Rose,ild-15589,The.plant.list,NA
2564,166497,166497,Lysiloma watsoni,3581996,ARIZ,,fbde50c3-fd4f-42f0-9753-bba07d1c426e,PreservedSpecimen,Rhodofomitopsis feei,,NA,,,NA,NA,on Lysiloma watsonii Rose (Leguminosae),NA,urn:uuid:fbde50c3-fd4f-42f0-9753-bba07d1c426e,Mexico,Mycoportal.db,127,Lysiloma watsonii Rose,ild-15589,The.plant.list,NA
2894,95478,95478,Lysiloma watsoni,4212197,ARIZ,,1d4f4b94-c6a8-4e7e-a8ea-08cbfa923644,PreservedSpecimen,Stereum ostrea,Stereum,313339,Species,,NA,NA,host: Lysiloma watsonii Rose,NA,urn:uuid:1d4f4b94-c6a8-4e7e-a8ea-08cbfa923644,Mexico,Mycoportal.db,127,Lysiloma watsonii Rose,ild-15589,The.plant.list,NA
3338,221677,221677,Lysiloma watsoni,2328623,ARIZ,,71c848e0-cc2f-4407-8f84-33da3b7551ed,PreservedSpecimen,Vararia,Vararia,10594,Genus,(spiders),NA,NA,on Lysiloma watsonii Rose,NA,urn:uuid:71c848e0-cc2f-4407-8f84-33da3b7551ed,Mexico,Mycoportal.db,127,Lysiloma watsonii Rose,ild-15589,The.plant.list,NA
1886,159054,159054,Maclura aurantica,3627983,MU,,460ed91c-e30e-4672-9239-8d0dbefe455a,PreservedSpecimen,Phyllosticta maclurae,Phyllosticta,374603,Species,"North American Fungi. Series II. [Ellis & Everhart, N. Amer. Fungi. Ser. II], 1501-3600, plus extras, J.B. Ellis ; B.M. Everhart, exs #: 2679",On leaves of Maclura aurantica.,NA,NA,NA,urn:uuid:460ed91c-e30e-4672-9239-8d0dbefe455a,United States,Mycoportal.db,184,Maclura pomifera (Raf.) C.K.Schneid.,kew-2501306,The.plant.list,NA
2623,55218,55218,Magnolia viginiana,463469,MICH,Fungi,9cbadfbb-8291-4a96-9bd8-a3272a6718d9,PreservedSpecimen,Septobasidium tenue,Septobasidium,418775,Species,,On Magnolia viginiana,NA,NA,NA,urn:uuid:9cbadfbb-8291-4a96-9bd8-a3272a6718d9,USA,Mycoportal.db,274,Magnolia virginiana L.,kew-117883,The.plant.list,NA
2257,186527,186527,Mandevilla mandoni,344077,MICH,Fungi,7c06cc84-4a6d-4df4-ae9b-913fce4ab771,PreservedSpecimen,Puccinia mandevillae,Puccinia,399168,Species,"Reliquiae Holwayanae Holway, E. W. D. 376 Part of type collection Mycologia 1931 23: 492.; Reliquiae Holwayanae, 1-700, E.W.D. Holway, exs #: 376",On Mandevilla mandoni,NA,NA,NA,urn:uuid:7c06cc84-4a6d-4df4-ae9b-913fce4ab771,Bolivia,Mycoportal.db,239,Mandevilla laxa (Ruiz & Pav.) Woodson,kew-119294,The.plant.list,NA
98,196923,196923,Matricaria matricaroides,3157353,RMS,,82aff847-63b2-43bf-83fb-d27ae9a5ee96,PreservedSpecimen,Albugo tragopogonis,Albugo,617109,Species,,NA,NA,host: Matricaria matricaroides,NA,urn:uuid:82aff847-63b2-43bf-83fb-d27ae9a5ee96,USA,Mycoportal.db,15,Matricaria matricarioides (Less.) Porter,gcc-101252,The.plant.list,NA
3252,113270,113270,Medicago litoralis,3854279,MICH,Fungi,e910eb97-a8db-4a56-a891-89929766c735,PreservedSpecimen,Urophlyctis alfalfae,Urophlyctis,554753,Species,,On Medicago litoralis,NA,host: Medicago litoralis,NA,urn:uuid:e910eb97-a8db-4a56-a891-89929766c735,Cyprus,Mycoportal.db,336,Medicago littoralis Loisel.,ild-8515,The.plant.list,NA
153,196360,196360,Melilotus alba,3165780,RMS,,8560e2a4-7764-4a8c-8cc1-e797506fb040,PreservedSpecimen,Ascochyta,Ascochyta,7720,Genus,Verify scientific name and collector number,NA,NA,host: Melilotus alba,NA,urn:uuid:8560e2a4-7764-4a8c-8cc1-e797506fb040,United States,Mycoportal.db,27,Melilotus officinalis subsp. alba (Medik.) H.Ohashi & Tateishi,ild-38998,The.plant.list,NA
156,149688,149688,Melilotus alba,3671913,MICH,Fungi,d19b9412-4afc-4980-804a-f22c1f4825a0,PreservedSpecimen,Ascochyta caulicola,Ascochyta,103332,Species,,Melilotus alba,NA,host: Melilotus alba,NA,urn:uuid:d19b9412-4afc-4980-804a-f22c1f4825a0,USA,Mycoportal.db,27,Melilotus officinalis subsp. alba (Medik.) H.Ohashi & Tateishi,ild-38998,The.plant.list,NA
157,149689,149689,Melilotus alba,3671912,MICH,Fungi,d1cfc0dc-0957-49d8-8dfa-76f0dad846a5,PreservedSpecimen,Ascochyta caulicola,Ascochyta,103332,Species,,Melilotus alba,NA,host: Melilotus alba,NA,urn:uuid:d1cfc0dc-0957-49d8-8dfa-76f0dad846a5,USA,Mycoportal.db,27,Melilotus officinalis subsp. alba (Medik.) H.Ohashi & Tateishi,ild-38998,The.plant.list,NA
159,57237,57237,Melilotus alba,4630709,UC,,8fe2e60b-1e2e-42f1-b43c-88db558724f4,PreservedSpecimen,Ascochyta lethalis,Ascochyta,103685,Species,,Melilotus alba,NA,host: Melilotus alba,NA,urn:uuid:8fe2e60b-1e2e-42f1-b43c-88db558724f4,USA,Mycoportal.db,27,Melilotus officinalis subsp. alba (Medik.) H.Ohashi & Tateishi,ild-38998,The.plant.list,NA
160,188656,188656,Melilotus alba,340938,MICH,Fungi,dfd67bdd-fbc9-460b-be80-d0cab7359f5a,PreservedSpecimen,Ascochyta lethalis,Ascochyta,103685,Species,"Ellis & Everhart's Fungi Columbiani Shear, C. L. 1808 Lengthy species description with collection Fungi Columbiani 1903 pg. 1808.",On living stems of Melilotus alba,NA,NA,NA,urn:uuid:dfd67bdd-fbc9-460b-be80-d0cab7359f5a,USA,Mycoportal.db,27,Melilotus officinalis subsp. alba (Medik.) H.Ohashi & Tateishi,ild-38998,The.plant.list,NA
164,57260,57260,Melilotus alba,4630680,UC,,1360dc8b-d7f0-4d10-a0b2-ea92322ef222,PreservedSpecimen,Ascochyta pisi,Ascochyta,103890,Species,,Melilotus alba,NA,host: Melilotus alba,NA,urn:uuid:1360dc8b-d7f0-4d10-a0b2-ea92322ef222,USA,Mycoportal.db,27,Melilotus officinalis subsp. alba (Medik.) H.Ohashi & Tateishi,ild-38998,The.plant.list,NA
348,30676,30676,Melilotus alba,4945586,UC,,65d547ba-11be-4923-9050-3c5edd1be94a,PreservedSpecimen,Cercospora davisii,Cercospora,131778,Species,,Melilotus alba,NA,host: Melilotus alba,NA,urn:uuid:65d547ba-11be-4923-9050-3c5edd1be94a,USA,Mycoportal.db,27,Melilotus officinalis subsp. alba (Medik.) H.Ohashi & Tateishi,ild-38998,The.plant.list,NA
349,30728,30728,Melilotus alba,4945534,UC,,db06a7aa-1db6-4412-8ce9-d2fca3a30f7e,PreservedSpecimen,Cercospora davisii,Cercospora,131778,Species,,Melilotus alba,NA,host: Melilotus alba,NA,urn:uuid:db06a7aa-1db6-4412-8ce9-d2fca3a30f7e,USA,Mycoportal.db,27,Melilotus officinalis subsp. alba (Medik.) H.Ohashi & Tateishi,ild-38998,The.plant.list,NA
350,30731,30731,Melilotus alba,4945531,UC,,a02b59c6-305c-4dd9-a551-1d2134de03c3,PreservedSpecimen,Cercospora davisii,Cercospora,131778,Species,"Fungi Columbiani, 1501-5100, plus extras, J.B. Ellis, B.M. Everhart, and E. Bartholomew, exs #: 1811",Melilotus alba,NA,host: Melilotus alba,NA,urn:uuid:a02b59c6-305c-4dd9-a551-1d2134de03c3,USA,Mycoportal.db,27,Melilotus officinalis subsp. alba (Medik.) H.Ohashi & Tateishi,ild-38998,The.plant.list,NA
351,135428,135428,Melilotus alba,3743091,MICH,Fungi,39a7a85c-73e1-4fe4-a227-466857255342,PreservedSpecimen,Cercospora davisii,Cercospora,131778,Species,,Melilotus alba,NA,host: Melilotus alba,NA,urn:uuid:39a7a85c-73e1-4fe4-a227-466857255342,USA,Mycoportal.db,27,Melilotus officinalis subsp. alba (Medik.) H.Ohashi & Tateishi,ild-38998,The.plant.list,NA
352,194545,194545,Melilotus alba,3200927,RMS,,2e39ea4f-8b3d-4417-99b0-52836e745857,PreservedSpecimen,Cercospora davisii,Cercospora,131778,Species,,NA,NA,host: Melilotus alba,NA,urn:uuid:2e39ea4f-8b3d-4417-99b0-52836e745857,USA,Mycoportal.db,27,Melilotus officinalis subsp. alba (Medik.) H.Ohashi & Tateishi,ild-38998,The.plant.list,NA
353,214860,214860,Melilotus alba,2645028,RMS,,4235bac0-180a-4337-b8e3-6149fbfa4efc,PreservedSpecimen,Cercospora davisii,Cercospora,131778,Species,,NA,NA,host: Melilotus alba,NA,urn:uuid:4235bac0-180a-4337-b8e3-6149fbfa4efc,USA,Mycoportal.db,27,Melilotus officinalis subsp. alba (Medik.) H.Ohashi & Tateishi,ild-38998,The.plant.list,NA
354,214861,214861,Melilotus alba,2645025,RMS,,97a0043c-b3bb-49c7-99e9-e8a6033f0cfd,PreservedSpecimen,Cercospora davisii,Cercospora,131778,Species,,On Melilotus alba,NA,host: Melilotus alba,NA,urn:uuid:97a0043c-b3bb-49c7-99e9-e8a6033f0cfd,USA,Mycoportal.db,27,Melilotus officinalis subsp. alba (Medik.) H.Ohashi & Tateishi,ild-38998,The.plant.list,NA
355,135431,135431,Melilotus alba,3743088,MICH,Fungi,2e50b7cc-1742-4fc2-b2f8-3d1bc8272b4d,PreservedSpecimen,Cercospora davisii,Cercospora,131778,Species,"Fungi Columbiani, 1501-5100, plus extras, J.B. Ellis, B.M. Everhart, and E. Bartholomew, exs #: 1811",On Melilotus alba.,NA,host: Melilotus alba,NA,urn:uuid:2e50b7cc-1742-4fc2-b2f8-3d1bc8272b4d,USA,Mycoportal.db,27,Melilotus officinalis subsp. alba (Medik.) H.Ohashi & Tateishi,ild-38998,The.plant.list,NA
356,10377,10377,Melilotus alba,6060840,ANSP,PH-Type-Fungi,bbeeb4a0-bf5a-4fa9-9c51-be9aa4832888,PreservedSpecimen,Cercospora davisii,Cercospora,131778,Species,,On Melilotus alba,NA,NA,NA,urn:uuid:bbeeb4a0-bf5a-4fa9-9c51-be9aa4832888,United States,Mycoportal.db,27,Melilotus officinalis subsp. alba (Medik.) H.Ohashi & Tateishi,ild-38998,The.plant.list,NA
357,10378,10378,Melilotus alba,6060839,ANSP,PH-Type-Fungi,a53c0abc-dd41-4f40-ab26-2f259680ff47,PreservedSpecimen,Cercospora davisii,Cercospora,131778,Species,,On Melilotus alba,NA,NA,NA,urn:uuid:a53c0abc-dd41-4f40-ab26-2f259680ff47,United States,Mycoportal.db,27,Melilotus officinalis subsp. alba (Medik.) H.Ohashi & Tateishi,ild-38998,The.plant.list,NA
358,156619,156619,Melilotus alba,3636791,MU,,4c70c328-7372-4afc-8e37-ab0383d8b475,PreservedSpecimen,Cercospora davisii,Cercospora,131778,Species,"North American Fungi. Series II. [Ellis & Everhart, N. Amer. Fungi. Ser. II], 1501-3600, plus extras, J.B. Ellis ; B.M. Everhart, exs #: 2581",On Melilotus alba.,NA,NA,NA,urn:uuid:4c70c328-7372-4afc-8e37-ab0383d8b475,United States,Mycoportal.db,27,Melilotus officinalis subsp. alba (Medik.) H.Ohashi & Tateishi,ild-38998,The.plant.list,NA
359,177442,177442,Melilotus alba,3528117,MU,,1aa18f8e-477e-479c-b9f9-5e6181a46e21,PreservedSpecimen,Cercospora davisii,Cercospora,131778,Species,"Fungi Columbiani, 1501-5100, plus extras, J.B. Ellis, B.M. Everhart, and E. Bartholomew, exs #: 1811",On Melilotus alba.,NA,NA,NA,urn:uuid:1aa18f8e-477e-479c-b9f9-5e6181a46e21,USA,Mycoportal.db,27,Melilotus officinalis subsp. alba (Medik.) H.Ohashi & Tateishi,ild-38998,The.plant.list,NA
360,210405,210405,Melilotus alba,2702539,ARIZ,,10671004-2fb6-4172-acd5-b91f7bfd5ccc,PreservedSpecimen,Cercospora davisii,Cercospora,131778,Species,,NA,NA,on Melilotus alba Desv.,NA,urn:uuid:10671004-2fb6-4172-acd5-b91f7bfd5ccc,USA,Mycoportal.db,27,Melilotus officinalis subsp. alba (Medik.) H.Ohashi & Tateishi,ild-38998,The.plant.list,NA
462,29942,29942,Melilotus alba,4958302,UC,,216146c3-d0ec-4c22-b679-38fa686e1c63,PreservedSpecimen,Cercospora zebrina,Cercospora,133862,Species,,Melilotus alba,NA,host: Melilotus alba,NA,urn:uuid:216146c3-d0ec-4c22-b679-38fa686e1c63,USA,Mycoportal.db,27,Melilotus officinalis subsp. alba (Medik.) H.Ohashi & Tateishi,ild-38998,The.plant.list,NA
1303,165452,165452,Melilotus alba,3583600,RMS,,516e7585-98f1-438d-8942-103fe7441bc9,PreservedSpecimen,Leptosphaeria dumetorum,Leptosphaeria,272300,Species,,On Melilotus alba,NA,host: Melilotus alba,NA,urn:uuid:516e7585-98f1-438d-8942-103fe7441bc9,Germany,Mycoportal.db,27,Melilotus officinalis subsp. alba (Medik.) H.Ohashi & Tateishi,ild-38998,The.plant.list,NA
1314,169985,169985,Melilotus alba,3568951,RMS,,a51a2b46-30f3-480e-a9d2-80c128ac1690,PreservedSpecimen,Leptosphaeria pratensis,Leptosphaeria,185141,Species,,On Melilotus alba,NA,host: Melilotus alba,NA,urn:uuid:a51a2b46-30f3-480e-a9d2-80c128ac1690,Canada,Mycoportal.db,27,Melilotus officinalis subsp. alba (Medik.) H.Ohashi & Tateishi,ild-38998,The.plant.list,NA
1315,210404,210404,Melilotus alba,2702540,ARIZ,,0c625a5c-cfdc-41a6-bf07-e5619a0e315d,PreservedSpecimen,Leptosphaeria pratensis,Leptosphaeria,185141,Species,,NA,NA,on Melilotus alba Desv.,NA,urn:uuid:0c625a5c-cfdc-41a6-bf07-e5619a0e315d,USA,Mycoportal.db,27,Melilotus officinalis subsp. alba (Medik.) H.Ohashi & Tateishi,ild-38998,The.plant.list,NA
1713,155240,155240,Melilotus alba,3644781,RMS,,801dc3ae-992e-458e-bfc5-6755533d17c1,PreservedSpecimen,Peronospora meliloti,Peronospora,647310,Species,,On Melilotus alba,NA,host: Melilotus alba,NA,urn:uuid:801dc3ae-992e-458e-bfc5-6755533d17c1,Germany,Mycoportal.db,27,Melilotus officinalis subsp. alba (Medik.) H.Ohashi & Tateishi,ild-38998,The.plant.list,NA
1720,153852,153852,Melilotus alba,3651241,RMS,,3bc233d2-a6e2-44d3-a650-891d4f2d5000,PreservedSpecimen,Peronospora trifoliorum,Peronospora,647534,Species,,On Melilotus alba,NA,host: Melilotus alba,NA,urn:uuid:3bc233d2-a6e2-44d3-a650-891d4f2d5000,United States,Mycoportal.db,27,Melilotus officinalis subsp. alba (Medik.) H.Ohashi & Tateishi,ild-38998,The.plant.list,NA
1721,224028,224028,Melilotus alba,2326253,ARIZ,,6f9e8579-fa8e-492c-b5ae-eeaa16821931,PreservedSpecimen,Peronospora trifoliorum,Peronospora,647534,Species,,NA,NA,on Melilotus alba Desv.,NA,urn:uuid:6f9e8579-fa8e-492c-b5ae-eeaa16821931,USA,Mycoportal.db,27,Melilotus officinalis subsp. alba (Medik.) H.Ohashi & Tateishi,ild-38998,The.plant.list,NA
1722,224030,224030,Melilotus alba,2326251,ARIZ,,6f050c40-284d-4b49-89cb-f69d8e7fea31,PreservedSpecimen,Peronospora trifoliorum,Peronospora,647534,Species,,NA,NA,on Melilotus alba Desv.,NA,urn:uuid:6f050c40-284d-4b49-89cb-f69d8e7fea31,USA,Mycoportal.db,27,Melilotus officinalis subsp. alba (Medik.) H.Ohashi & Tateishi,ild-38998,The.plant.list,NA
1753,20672,20672,Melilotus alba,5086468,UC,,492d636f-d60f-46cf-959e-8d5d0fd3583b,PreservedSpecimen,Phacidium medicaginis,Phacidium,362568,Species,,NA,NA,host: Melilotus alba,NA,urn:uuid:492d636f-d60f-46cf-959e-8d5d0fd3583b,USA,Mycoportal.db,27,Melilotus officinalis subsp. alba (Medik.) H.Ohashi & Tateishi,ild-38998,The.plant.list,NA
