Family,ScientificName,ScientificNameAuthorship,Notes,TaxonId
TELOSCHISTACEAE,"Flavoplaca sp.","Arup, Søchting & Frödén","New or reinstated (Arup et al. 2013)., Molecular: Yes., source: Arup et al. 2013",256951
TELOSCHISTACEAE,"Follmannia sp.","C.W. Dodge","New or reinstated (Arup et al. 2013)., Molecular: Yes., source: Arup et al. 2013",146333
TELOSCHISTACEAE,"Franwilsia sp.","S.Y. Kondr., Kärnefelt, Elix, A. Thell & Hur","New or reinstated (Kondratyuk et al. 2014a)., Molecular: Yes., source: Kondratyuk et al. 2014a",262418
TELOSCHISTACEAE,"Gondwania sp.","Søchting, Frödén & Arup","New or reinstated (Arup et al. 2013)., Molecular: Yes., source: Arup et al. 2013",258057
TELOSCHISTACEAE,"Gyalolechia sp.","A. Massal.","New or reinstated and new synonymy (Arup et al. 2013; Jaklitsch et al. 2016a; Kondratyuk et al. 2014a)., Molecular: Yes., source: Arup et al. 2013; Jaklitsch et al. 2016a; Kondratyuk et al. 2014a",148883
TELOSCHISTACEAE,"Haloplaca sp.","Arup, Søchting & Frödén","New or reinstated (Arup et al. 2013)., Molecular: Yes., source: Arup et al. 2013",262427
TELOSCHISTACEAE,"Huea sp.","C.W. Dodge & G.E. Baker","Changed classification and new synonymy (Fryday 2011)., Molecular: Yes., source: Fryday 2011",126286
TELOSCHISTACEAE,"Hueidea sp.","Kantvilas & P.M. McCarthy","New or reinstated (Kantvilas & McCarthy 2003)., Molecular: No., source: Kantvilas & McCarthy 2003",262537
TELOSCHISTACEAE,"Huneckia sp.","S.Y. Kondr., Elix, Kärnefelt, A. Thell & Hur","New or reinstated (Kondratyuk et al. 2014a)., Molecular: Yes., source: Kondratyuk et al. 2014a",262419
TELOSCHISTACEAE,"Ioplaca sp.",Poelt,"Changed classification (Arup et al. 2013)., Molecular: Yes., source: Arup et al. 2013",150234
TELOSCHISTACEAE,"Jasonhuria sp.","S.Y. Kondr., Lőkös & S.O. Oh","New or reinstated (Kondratyuk et al. 2015d)., Molecular: Yes., source: Kondratyuk et al. 2015d",262420
TELOSCHISTACEAE,"Josefpoeltia sp.","S.Y. Kondr. & Kärnefelt","Changed classification (Arup et al. 2013)., Molecular: Yes., source: Arup et al. 2013",150246
TELOSCHISTACEAE,"Kaernefia sp.","S.Y. Kondr., Elix, A. Thell & Hur","New or reinstated (Kondratyuk et al. 2013)., Molecular: Yes., source: Kondratyuk et al. 2013",262428
TELOSCHISTACEAE,"Lazarenkoella sp.","S.Y. Kondr., Kärnefelt, A. Thell, Elix & Hur","New or reinstated (Kondratyuk et al. 2015b)., Molecular: Yes., source: Kondratyuk et al. 2015b",262409
TELOSCHISTACEAE,"Leproplaca sp.","(Nyl.) Nyl.","New or reinstated (Arup et al. 2013)., Molecular: Yes., source: Arup et al. 2013",65836
TELOSCHISTACEAE,"Loekoesia sp.","S.Y. Kondr., S.O. Oh & Hur","New or reinstated (Kondratyuk et al. 2015d)., Molecular: Yes., source: Kondratyuk et al. 2015d",262421
TELOSCHISTACEAE,"Marchantiana sp.","S.Y. Kondr., Kärnefelt, Elix, A. Thell & Hur","New or reinstated (Kondratyuk et al. 2014a, 2015b)., Molecular: Yes., source: Kondratyuk et al. 2014a, 2015b",262410
TELOSCHISTACEAE,"Olegblumia sp.","S.Y. Kondr., Lőkös & Hur","New or reinstated (Kondratyuk et al. 2015d)., Molecular: Yes., source: Kondratyuk et al. 2015d",262422
TELOSCHISTACEAE,"Orientophila sp.","Arup, Søchting & Frödén","New or reinstated (Arup et al. 2013)., Molecular: Yes., source: Arup et al. 2013",262437
TELOSCHISTACEAE,"Pachypeltis sp.","Søchting, Arup & Frödén","New or reinstated (Arup et al. 2013)., Molecular: Yes., source: Arup et al. 2013",256961
TELOSCHISTACEAE,"Parvoplaca sp.","Arup, Søchting & Frödén","New or reinstated (Arup et al. 2013)., Molecular: Yes., source: Arup et al. 2013",256964
TELOSCHISTACEAE,"Polycauliona sp.",Hue,"New or reinstated and new synonymy (Arup et al. 2013; Jaklitsch et al. 2016a; Kondratyuk et al. 2014b)., Molecular: Yes., Notes. The genus Diblastia Trevis. was originally based on Lichen candelarius L. and hence provides an earlier name for Polycauliona; however, Arup et al. (2013) changed the type to Lichen vitellinus Ehrh., presumably through lectotypification, thus making Diblastia an earlier name threatening Candelariella. We believe that this lectotypification is incorrect, since L. vitellinus was listed as synonym of L. candelarius in the protologue and hence a single species was accepted in the genus Diblastia, which consequently must be considered the holotype; therefore, the type can only be changed by conservation. This issue needs further clarification, as it affects the current use of the names Polycauliona and Candelariella., source: Arup et al. 2013; Jaklitsch et al. 2016a ; Kondratyuk et al. 2014b",124776
TELOSCHISTACEAE,"Pyrenodesmia sp.","A. Massal.","New or reinstated (Arup et al. 2013)., Molecular: Yes., source: Arup et al. 2013",67754
TELOSCHISTACEAE,"Raesaeneniana sp.","S.Y. Kondr., Kärnefelt, A. Thell, Elix & Hur","New or reinstated (Kondratyuk et al. 2015b)., Molecular: Yes., source: Kondratyuk et al. 2015b",262411
TELOSCHISTACEAE,"Rufoplaca sp.","Arup, Søchting & Frödén","New or reinstated (Arup et al. 2013)., Molecular: Yes., source: Arup et al. 2013",256969
TELOSCHISTACEAE,"Rusavskia sp.","S.Y. Kondr. & Kärnefelt","New or reinstated (Arup et al. 2013; Kondratyuk & Kärnefelt 2003)., Molecular: Yes., source: Arup et al. 2013; Kondratyuk & Kärnefelt 2003",256970
TELOSCHISTACEAE,"Scutaria sp.","Søchting, Arup & Frödén","New or reinstated (Arup et al. 2013)., Molecular: Yes., source: Arup et al. 2013",262429
TELOSCHISTACEAE,"Seirophora sp.",Poelt,"Changed classification (Arup et al. 2013)., Molecular: Yes., source: Arup et al. 2013",124791
TELOSCHISTACEAE,"Shackletonia sp.","Søchting, Frödén & Arup","New or reinstated (Arup et al. 2013)., Molecular: Yes., source: Arup et al. 2013",262438
TELOSCHISTACEAE,"Sirenophila sp.","Søchting, Arup & Frödén","New or reinstated (Arup et al. 2013)., Molecular: Yes., source: Arup et al. 2013",262430
TELOSCHISTACEAE,"Solitaria sp.","Arup, Søchting & Frödén","New or reinstated (Arup et al. 2013)., Molecular: Yes., source: Arup et al. 2013",256971
TELOSCHISTACEAE,"Squamulea sp.","Arup, Søchting & Frödén","New or reinstated (Arup et al. 2013)., Molecular: Yes., source: Arup et al. 2013",256973
TELOSCHISTACEAE,"Stellarangia sp.","Frödén, Arup & Søchting","New or reinstated (Arup et al. 2013)., Molecular: Yes., source: Arup et al. 2013",262431
TELOSCHISTACEAE,"Streimanniella sp.","S.Y. Kondr., Kärnefelt, A. Thell, Elix & Hur","New or reinstated (Kondratyuk et al. 2015b)., Molecular: Yes., source: Kondratyuk et al. 2015b",262412
TELOSCHISTACEAE,"Tarasginia sp.","S.Y. Kondr., Kärnefelt, A. Thell, Elix & Hur","New or reinstated (Kondratyuk et al. 2015b)., Molecular: Yes., source: Kondratyuk et al. 2015b",262413
TELOSCHISTACEAE,"Tassiloa sp.","S.Y. Kondr., Kärnefelt, A. Thell, Elix & Hur","New or reinstated (Kondratyuk et al. 2015e)., Molecular: Yes., source: Kondratyuk et al. 2015e",262432
TELOSCHISTACEAE,"Tayloriellina sp.","S.Y. Kondr., Kärnefelt, A. Thell, Elix & Hur","New or reinstated and new synonymy (Kondratyuk et al. 2015b, 2016)., Molecular: Yes., source: Kondratyuk et al. 2015b, 2016",262414
TELOSCHISTACEAE,"Teloschistes sp.",Norman,"New synonymy (Kondratyuk et al. 2013)., Molecular: Yes., source: Kondratyuk et al. 2013",52248
TELOSCHISTACEAE,"Teloschistopsis sp.","Frödén, Søchting & Arup","New or reinstated (Arup et al. 2013)., Molecular: Yes., source: Arup et al. 2013",258102
TELOSCHISTACEAE,"Thelliana sp.","S.Y. Kondr., Kärnefelt, Elix & Hur","New or reinstated (Kondratyuk et al. 2015b). Jasonhuria S.Y.Kondr., L.L}, Molecular: Yes., source: Kondratyuk et al. 2015b",262415
TELOSCHISTACEAE,"Usnochroma sp.","Søchting, Arup & Frödén","New or reinstated (Arup et al. 2013)., Molecular: Yes., source: Arup et al. 2013",262423
TELOSCHISTACEAE,"Variospora sp.","Arup, Søchting & Frödén","New or reinstated (Arup et al. 2013)., Molecular: Yes., source: Arup et al. 2013",256977
TELOSCHISTACEAE,"Villophora sp.","Søchting, Arup & Frödén","New or reinstated (Arup et al. 2013)., Molecular: Yes., source: Arup et al. 2013",262433
TELOSCHISTACEAE,"Wetmoreana sp.","Arup, Søchting & Frödén","New or reinstated and new synonymy (Arup et al. 2013; Kondratyuk et al. 2013; Jaklitsch et al. 2016a)., Molecular: Yes., source: Arup et al. 2013; Kondratyuk et al. 2013; Jaklitsch et al. 2016a",256979
TELOSCHISTACEAE,"Xanthocarpia sp.","A. Massal. & De Not.","New or reinstated (Arup et al. 2013)., Molecular: Yes., source: Arup et al. 2013",192391
TELOSCHISTACEAE,"Xanthomendoza sp.","S.Y. Kondr. & Kärnefelt","New synonymy (Arup et al. 2013; Jaklitsch et al. 2016a; Kondratyuk et al. 2014b)., Molecular: Yes., source: Arup et al. 2013; Jaklitsch et al. 2016a; Kondratyuk et al. 2014b",52250
TELOSCHISTACEAE,"Xanthopeltis sp.","R. Sant.","Changed classification (Arup et al. 2013)., Molecular: Yes., source: Arup et al. 2013",193150
TELOSCHISTACEAE,"Xanthoria sp.","(Fr.) Th. Fr.","Changed classification (Arup et al. 2013)., Molecular: Yes., source: Arup et al. 2013",52249
TELOSCHISTACEAE,"Yoshimuria sp.","S.Y. Kondr., Kärnefelt, Elix, A. Thell & Hur","New or reinstated (Kondratyuk et al. 2014a)., Molecular: Yes., source: Kondratyuk et al. 2014a",262424
TELOSCHISTACEAE,"Zeroviella sp.","S.Y. Kondr. & Hur","New or reinstated (Kondratyuk et al. 2015f)., Molecular: Yes., source: Kondratyuk et al. 2015f",262439
TELOSCHISTALES_FAMILY_INCERTAE_SEDIS,"Malcolmiella sp.",Vězda,"Changed classification (Kalb et al. 2011)., Molecular: Yes., source: Kalb et al. 2011",160718
TEPHROMELATACEAE,"Calvitimela sp.",Hafellner,"Changed classification (Bendiksby et al. 2015)., Molecular: Yes., source: Bendiksby et al. 2015",124683
TEPHROMELATACEAE,"Mycoblastus sp.",Norman,"Changed classification (Spribille et al. 2011)., Molecular: Yes., source: Spribille et al. 2011",52013
TEPHROMELATACEAE,"Tephromela sp.","M. Choisy","Changed classification (Spribille et al. 2011)., Molecular: Yes., source: Spribille et al. 2011",51939
